BU SCND;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;From Location SCND;HS Codes in ACDC;Cluster NAME
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ATC;Miscellaneous Other Actuation;0204259344;P00870 - Conventional Actuation;0204259344;Metallon I.N.C.;73182403;KEY
VM-NBS;Miscellaneous Other Actuation;0204258575;P00110 - Electrical Actuation;0204258575;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KRS - SEIGERT GmbH;8482910000;BALL
VM-VDS;DF Components;F0C12B2023;P00244 - DF;F0C12B2023;Sumitomo Wiring Systems USA Inc.;40169304;SEAL
VM-EPS;Car steer Assembly/Single part;7806325152;ER - EPS apa;7806325152;CW BEARING USA INC;84821099;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;02042C2727;P00870 - Conventional Actuation;02042C2727;STAAMP s.r.l.;8481901000;VALVE BODY
VM-ATC;BR-FL.RESERVOIR;0204816310;P00870 - Conventional Actuation;0204816310;Plant Aguascalientes;8413919085;BRAKE FLUID RESERVOIR
VM-ATC;Miscellaneous Other Actuation;0204744029;P00870 - Conventional Actuation;0204744029;COLD HEADING COMPANY;73181599;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;P-R-H-M-MW-Pump parts/CKD;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;84829119;BALL
VM-ESP;ABS Components;1263121883;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121883;Plant Blaichach;8481901000;VALVE BODY
VM-ATC;Park Brake;0204815519;P00882 - PJ-FS Medium Heavy Trucks;0204815519;MSP 1853791 Ontario Limited;99038190;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532039489;ER - EPS apa;4532039489;Rongtai Industrial Development Leon;99039406;HOUSING
VM-EPS;Car steer Assembly/Single part;4532033488;ER - EPS apa;4532033488;JOHNSON ELECTRIC NORTH AMERICA INC;85015299;MOTOR
VM-ESP;TWS Components;1264616822;P00257 - Two Wheeler Safety (TWS);1264616822;ADVANEX INC;73209020;SPRING
VM-ATC;Other Actuation Parts;F01G1610HP;P00870 - Conventional Actuation;F01G1610HP;Ouchi Industry Co., Ltd.;87083000;PUSH ROD RETAINER
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KRS - SEIGERT GmbH;8482910000;BALL
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-ATC;DSD3-CV;0265005323;P00870 - Conventional Actuation;0265005323;Plant Aguascalientes;9026204000;SENSOR
VM-ATC;Miscellaneous Other Actuation;0204744019;P00870 - Conventional Actuation;0204744019;ECF PRECISION (THAILAND)CO.,LTD.;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F0C12B2066;P00244 - DF;F0C12B2066;MOLEX LLC;85389001;HOUSING SENSOR & other small
VM-NBS; ;F02C483548;P00110 - Electrical Actuation;F02C483548;Teknia Rzeszow Sp z o.o.;3926909090;SCREW PLUG GROMMET
VM-NBS;IPB1.0;0204847871;P01893 - IPB;0204847871;RPK MEXICO SA DE CV;7320205020;SPRING
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-VDS;DF Components;F00C1S8045;P00244 - DF;F00C1S8045;Stanley Engineered Fastening LLC;39269099;CLIP & CLAMP
VM-NBS; ;0204841567;P00110 - Electrical Actuation;0204841567;SFS Group Schweiz AG;8708309990;ROD
VM-ESP;RVR (Return Valve);1267410812;P00268 - Electronic Stability Program (ESP);1267410812;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-EPS;Car steer Assembly/Single part;7805040841;ER - EPS dp;7805040841;MPE USA Inc.;40169901;BOOT
VM-ESP;PA_ABS9 SE_MOTOR L-L (9);0130108336;P00268 - Electronic Stability Program (ESP);0130108336;Plant Changsha;85013119;MOTOR
VM-ATC;Miscellaneous Other Actuation;0204806652;P00870 - Conventional Actuation;0204806652;MODISPREM, SA;3926909090;FILTER
VM-ESP;PE9 (Pump Element);1267090900;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267090900;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-NBS;IPB1.0;1267500019;P01893 - IPB;1267500019;ARNOLD UMFORMTECHNIK GMBH & CO KG;99038190;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095033174;CS - Hydr. Steering;8095033174;Plant Schwäbisch Gmünd;3926909090;SEAL
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ABS Components;1263121883;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121883;Plant Blaichach;8481901000;VALVE BODY
VM-ESP;PE9 (Pump Element);1267090919;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267090919;Plant Blaichach;8413910000;PUMP ELEMENT
VM-NBS;IPB1.0;0204847871;P01893 - IPB;0204847871;RPK MEXICO SA DE CV;7320205020;SPRING
VM-NBS;iBooster Gen2;0204X00120;P00110 - Electrical Actuation;0204X00120;TRO Manufacturing Co., Inc.;87083099;PLATE/DISC
VM-ESP;ESP Components;1261320926;P00268 - Electronic Stability Program (ESP);1261320926;Hatch Stamping Company LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;8481901000;FILTER
VM-NBS;IPB1.0;1267431884;P01893 - IPB;1267431884;Karl Kuefner GmbH & Co. KG;99030125;FILTER
VM-ESP;ESP Components;1261119839;P00268 - Electronic Stability Program (ESP);1261119839;CCL Design Stuttgart GmbH;39199010;ADHESIVE FILM, LABEL, STICKER
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-NBS; ;1263123840;P01893 - IPB;1263123840;Plant Blaichach;8481901000;TAPPET
VM-ATC;Reservoir;0204829895;P00870 - Conventional Actuation;0204829895;Datwyler Sealing Solutions USA Inc.;87083099;RESERVOIR CAP
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;2260522004;P00265 - Anti-Lock Brake System (ABS) w/o TWS;2260522004;MAHLE Electric Drives Bovec d.o.o.;3926909090;PROTECTION CAP / SLEEVE
VM-VDS;DF Components;8909007011;P00244 - DF;8909007011;NXP Semiconductors Netherlands B.V. (manuell angepasst);90319000;RESISTORS DIODES CRYSTALS CAPACITORS
VM-VDS;DF Components;F0C12B2150;P00244 - DF;F0C12B2150;D A INC;39269099;CLIP & CLAMP
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;8543909000;BUSHING
VM-ESP;ESP Components;1264210842;P00268 - Electronic Stability Program (ESP);1264210842;Plant Blaichach;85059000;MAGNET
VM-CVS;Truck steer Assembly/Single part;8066033111;CS - Hydr. Steering;8066033111;Dichtungstechnik Wallstabe &;4016939000;GASKET
VM-NBS;IPB1.0;0204846963;P01893 - IPB;0204846963;SFS Group Schweiz AG;8708309990;ROD
VM-NBS;IPB1.1;0204864N0K;P01893 - IPB;0204864N0K;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1D3524;P00244 - DF;F00C1D3524;Meku Mechatronische Systeme GmbH;8536901100;tbd
VM-VDS;DF Components;F0C12P1014;P00244 - DF;F0C12P1014;D A INC;39269099;CLIP & CLAMP
VM-CVS;Truck steer Assembly/Single part;8095033113;CS - Hydr. Steering;8095033113;Freudenberg FST GmbH.;3926909090;SEAL
VM-ESP;ABS Components;1260900811;P00268 - Electronic Stability Program (ESP);1260900811;INA USA Corporation;84824001;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1263123836;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263123836;Plant Blaichach;8481901000;TAPPET
VM-ESP;TWS Components;1260098878;P00257 - Two Wheeler Safety (TWS);1260098878;Kuramoto Sangyo Co.;39191000;ADHESIVE FILM, LABEL, STICKER
VM-ESP;ABS Components;1260206824;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260206824;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-NBS;iBooster Gen2 Motor;0204852045;P00110 - Electrical Actuation;0204852045;Nidec Motors & Actuators Germany Gm;8501510090;MOTOR
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ABS Components;2260306014;P00268 - Electronic Stability Program (ESP);2260306014;GUMMIFABRIK LUBECA GMBH;4016999090;DAMPER
VM-NBS;IPB1.0;1267500015;P01893 - IPB;1267500015;KERN LIEBERS MEXICO SA DE CV;7320205020;SPRING
VM-EPS;Car steer Assembly/Single part;7806002940;ER - EPS apa;7806002940;IKD Co.,  Ltd;8708947550;COVER GEAR
VM-NBS;Miscellaneous Other Actuation;0204709969;P00110 - Electrical Actuation;0204709969;ContiTech Vibration Control France;4016939000;SEAL
VM-NBS;iBooster Gen2;0204N02386;P00110 - Electrical Actuation;0204N02386;Plant Aguascalientes;8413500080;iBooster
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KGM KUGELFABRIK GmbH & Co. KG;99030125;BALL
VM-ATC;Conventional Tandem;0204259359;P00870 - Conventional Actuation;0204259359;Plant Bursa;87083000;BRAKE BOOSTER
VM-NBS; ;0204864NP8;P01893 - IPB;0204864NP8;Rochling Precision Components AG;8708309990;CLIP & CLAMP
VM-NBS;IPB CKD-Components;0204840868;P01893 - IPB;0204840868;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;8543909000;BUSHING
VM-NBS;IPB1.0;0204846964;P01893 - IPB;0204846964;SFS Group Schweiz AG;8708309990;ROD
VM-ESP;ESP Components;1264616819;P00268 - Electronic Stability Program (ESP);1264616819;SCHERDEL GmbH;73209090;SPRING
VM-ESP;ESP Components;2261099048;P00268 - Electronic Stability Program (ESP);2261099048;iwis mechatronics GmbH & Co. KG;39269099;PROTECTION CAP / SLEEVE
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ESP;ESP Components;1263414854;P00268 - Electronic Stability Program (ESP);1263414854;EJOT ATF, LP;73181400;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ABS Components;2260306014;P00268 - Electronic Stability Program (ESP);2260306014;VRC Engineererd Solutions;40169901;DAMPER
VM-ESP;ESP Components;1260450824;P00268 - Electronic Stability Program (ESP);1260450824;Plant Blaichach;"8481901000;8481901000";VALVE SLEEVE/BEARING
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ABS Components;1261119847;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1261119847;Shanghai Bright S&T Co., Ltd;39191000;ADHESIVE FILM, LABEL, STICKER
VM-VDS;DF Components;F0C12K1061;P00244 - DF;F0C12K1061;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1264616818;P00268 - Electronic Stability Program (ESP);1264616818;SCHERDEL GmbH;7320209000;SPRING
VM-CVS;Others Assembly/Single part;0770035790;CS - Hydr. Steering;0770035790;MSSL TOOLING FZE;3926909090;GASKET
VM-ESP;ESP Components;1265149R18;P00268 - Electronic Stability Program (ESP);1265149R18;Asia-pacific light alloy Nantong;76042990;EXTRUDED PROFILE ALU
VM-NBS;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;BAUD POLSKA SP. Z O. O.;8708309990;CLEVIS
VM-VDS;DF Components;F00C1S8046;P00244 - DF;F00C1S8046;Stanley Engineered Fastening LLC;39269099;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;7806001872;ER - EPS apa;7806001872;Jiangsu Rongtai Industry Co.,Ltd;8708947550;HOUSING
VM-NBS;IPB CKD-Components;0204840873;P01893 - IPB;0204840873;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-CVS;SC 8095_1KP_L_BA_SD;8095955308;CS - Hydr. Steering;8095955308;Plant Schwäbisch Gmünd;8708942000;SERVOCOM/TWIN
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-ATC;Miscellaneous Other Actuation;0204254606;P00870 - Conventional Actuation;0204254606;Metallon I.N.C.;73182403;KEY
VM-ESP;TWS Components;1268001946;P00257 - Two Wheeler Safety (TWS);1268001946;Warehouse Tochigi;90329000;HOUSING ECU
VM-CVS;Truck steer Assembly/Single part;8090016187;CS - Hydr. Steering;8090016187;Plant Schwäbisch Gmünd;8708945000;TUBE / PIPE / HOSE
VM-VDS;DF Components;F00C1C8884;P00244 - DF;F00C1C8884;Stanley Engineered Fastening LLC;39269099;CLIP & CLAMP
VM-ESP;ESP Components;1260223808;P00268 - Electronic Stability Program (ESP);1260223808;Horst Scholz GmbH + Co. KG;99030133;SEAL
VM-CVS;Others Assembly/Single part;0770075231;CS - Hydr. Steering;0770075231;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-VDS;DF Components;2260326300;P00244 - DF;2260326300;Leibold & Amann GmbH u. Co. KG;8543909000;BUSHING
VM-VDS;DF Components;F00C1S8103;P00244 - DF;F00C1S8103;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ABS Components;1264611866;P00268 - Electronic Stability Program (ESP);1264611866;KURT MEDER GMBH;99030125;SPRING
VM-ESP;ESP Components;1267040814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040814;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-ESP;PE9 (Pump Element);1267090916;P00268 - Electronic Stability Program (ESP);1267090916;Plant Charleston;87083099;PUMP ELEMENT
VM-VDS;DF Components;F0C12M1052;P00244 - DF;F0C12M1052;Sumitomo Wiring Systems USA Inc.;85389001;COVER OTHERs
VM-NBS;IPB1.0;0204844373;P01893 - IPB;0204844373;EUSCHER GMBH & CO KG;7318210090;WASHER
VM-VDS;DF Components;F00C1H3090;P00244 - DF;F00C1H3090;Amphenol Jet(Haiyan) Interconnect;85369090;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-CVS;Truck steer Assembly/Single part;7752242449;CS - Hydr. Steering;7752242449;Brehm Praezisionstechnik Gmbh;8481201090;VALVE SLEEVE/BEARING
VM-VDS;DF Components;F00C1K8855;P00244 - DF;F00C1K8855;PKC SEGU Systemelektrik GmbH;8544421100;CABLE
VM-ATC;ACTUATION OTH.P.;0204804444;P00870 - Conventional Actuation;0204804444;Plant Aguascalientes;3923500000;RESERVOIR CAP
VM-CVS;Others Assembly/Single part;0770069729;CS - Hydr. Steering;0770069729;Hugo Benzing GmbH & Co. KG;7318240000;RETAINING RING
VM-ATC;Miscellaneous Other Actuation;02042D2911;P00870 - Conventional Actuation;02042D2911;Datwyler Sealing Solutions USA Inc.;40169304;SEAL
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095037107;CS - Hydr. Steering;8095037107;Seeger-Orbis GmbH;7318240000;RETAINING RING
VM-EPS;Car steer Assembly/Single part;4597000087;ER - EPS apa;4597000087;Rongtai Industrial Development Leon;8708947550;HOUSING
VM-ATC;Miscellaneous Other Actuation;0204805254;P00870 - Conventional Actuation;0204805254;TWIST INC;73202005;SPRING
VM-NBS;Miscellaneous Other Actuation;1267500036;P01893 - IPB;1267500036;Plant Blaichach;3926909090;SCREW PLUG GROMMET
VM-ESP;ESP Components;1264616819;P00268 - Electronic Stability Program (ESP);1264616819;SCHERDEL GmbH;73209090;SPRING
VM-ESP;ESP Components;0265957398;P00268 - Electronic Stability Program (ESP);0265957398;Plant Blaichach;8708309990;ECU
VM-EPS;Car steer Assembly/Single part;4597000391;ER - EPS apa;4597000391;L G BALAKRISHNAN & BROS LIMITED;99039405;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-CVS;Others Assembly/Single part;0770050166;CS - Hydr. Steering;0770050166;EWALD DENKER GMBH;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ABS Components;1260450839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260450839;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-ESP;ESP Components;0265957453;P00268 - Electronic Stability Program (ESP);0265957453;Plant Ansbach;8412909015;ECU
VM-ATC;Miscellaneous Other Actuation;F01G1610K6;P00870 - Conventional Actuation;F01G1610K6;Warehouse Higashimatsuyama ;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-CVS;Others Assembly/Single part;0770075225;CS - Hydr. Steering;0770075225;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-ESP;ABS Components;2260306014;P00268 - Electronic Stability Program (ESP);2260306014;VRC Engineererd Solutions;40169901;DAMPER
VM-CVS;Truck steer Assembly/Single part;8090016187;CS - Hydr. Steering;8090016187;Plant Schwäbisch Gmünd;8708945000;TUBE / PIPE / HOSE
VM-ESP;ABS Components;1260324814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260324814;Horst Scholz GmbH + Co. KG;8481901000;BUSHING
VM-ESP;ESP Components;1267034831;P00268 - Electronic Stability Program (ESP);1267034831;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-ESP;ESP Components;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-NBS;Miscellaneous Other Actuation;0204709968;P00110 - Electrical Actuation;0204709968;ContiTech Vibration Control France;4016939000;SEAL
VM-VDS;WSS30+D;0265012672;P00244 - DF;0265012672;Plant Eisenach;8543709990;SENSOR
VM-NBS;IPB1.0;1267431883;P01893 - IPB;1267431883;Karl Kuefner GmbH & Co. KG;8708309990;FILTER
VM-CVS;Truck steer Assembly/Single part;7860009183;CS - Hydr. Steering;7860009183;Heckler GmbH;8708945000;BEVEL GEAR
VM-ESP;ABS Components;1265149R20;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1265149R20;Kaiser Aluminum;"99030126; 99038502; 99030126";EXTRUDED PROFILE ALU
VM-EPS;Car steer Assembly/Single part;4597000756;ER - EPS apa;4597000756;FAIST ALUCAST S DE RL DE CV;8708947550;COVER GEAR
VM-ESP;PE9 (Pump Element);1267090913;P00268 - Electronic Stability Program (ESP);1267090913;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-CVS;Truck steer Assembly/Single part;8298377113;CS - Electr. Steering;8298377113;FIT Voltaira Europe GmbH;8544421100;CABLE
VM-VDS;DF Components;F00C1S8107;P00244 - DF;F00C1S8107;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-CVS;Others Assembly/Single part;0634304611;CS - Hydr. Steering;0634304611;Dichtungstechnik Wallstabe &;4016939000;O-RING
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-VDS;DF Components;F00C1T8737;P00244 - DF;F00C1T8737;SANSHO SHOJI CO., LTD.;3926909090;CLIP & CLAMP
VM-VDS;DF Components;F00C1S8107;P00244 - DF;F00C1S8107;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-VDS;DF Components;F0C12B2103;P00244 - DF;F0C12B2103;WAC LLC;87089999;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Through Bolt Tandem;0204839430;P00870 - Conventional Actuation;0204839430;METAGRA BERGARA, S.A.;7318151001;tbd
VM-NBS;iBooster Gen2 Reservoir (Product);0204844924;P00110 - Electrical Actuation;0204844924;Plant Aguascalientes;8413919085;BRAKE FLUID RESERVOIR
VM-ATC;Miscellaneous Other Actuation;F01G1611AE;P00870 - Conventional Actuation;F01G1611AE;Crown Screw Corporation;8708309990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;others;F00C1S8089;P00244 - DF;F00C1S8089;AVERY DENNISON;3926909090;CLIP & CLAMP
VM-NBS;Miscellaneous Other Actuation;0204254792;P00110 - Electrical Actuation;0204254792;Nedschroef Plettenberg GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;0265957453;P00268 - Electronic Stability Program (ESP);0265957453;Plant Ansbach;8412909015;ECU
VM-EPS;Car steer Assembly/Single part;4597000977;ER - EPS apa;4597000977;Rongtai Industrial Development Leon;3923900080;HOUSING
VM-EPS;EPSapa_Rack_9EZ_RHD_icon;4532025829;ER - EPS apa;4532025829;Plant Florence;87089412;TOOTHED RACK
VM-ESP;ESP Components;1260526865;P00268 - Electronic Stability Program (ESP);1260526865;Hubert Stueken GmbH & Co. KG;76169990;SEALING CAP
VM-CVS;Truck steer Assembly/Single part;8095033140;CS - Hydr. Steering;8095033140;HEUTE + COMP GmbH + Co.KG,;3926909090;SEAL
VM-ESP;TWS Components;1260098878;P00257 - Two Wheeler Safety (TWS);1260098878;Kuramoto Sangyo Co.;39199090;ADHESIVE FILM, LABEL, STICKER
VM-ATC;Park Brake;0204815519;P00882 - PJ-FS Medium Heavy Trucks;0204815519;MSP 1853791 Ontario Limited;99030133;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;PE9 (Pump Element);1267090917;P00268 - Electronic Stability Program (ESP);1267090917;Plant Blaichach;99030125;PUMP ELEMENT
VM-EPS;Car steer Assembly/Single part;4532014835;ER - EPS apa;4532014835;FAIST ALUCAST S DE RL DE CV;99039405;COVER GEAR
VM-ESP;ESP Components;1260450822;P00268 - Electronic Stability Program (ESP);1260450822;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-ATC;Painted Shells;0204793571;P00870 - Conventional Actuation;0204793571;TRO Manufacturing Co., Inc.;87083099;FRONT/REAR SHELL
VM-EPS;EPSdp_1KP_LHD_icon_BK2Aevo;4532046145;ER - EPS dp;4532046145;Plant Queretaro;8708947550;RACK+PINION EL. STEERING
VM-NBS; ;F02C483548;P00110 - Electrical Actuation;F02C483548;Teknia Rzeszow Sp z o.o.;3926909090;SCREW PLUG GROMMET
VM-ATC;Miscellaneous Other Actuation;02042C2436;P00870 - Conventional Actuation;02042C2436;ROGERS FOAM CORP;39269099;GASKET
VM-CVS;Others Assembly/Single part;0770075232;CS - Hydr. Steering;0770075232;Schaeffler Technologies AG & Co. KG;8482910000;BALL
